molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
"Molecule   680",1,0,0,0,0,18,1,-2,328.491,3.833,717.628,580.820,92.148,44.660,0.000,1267.059,2.000,5.400,0.0115935,0.0106417,0.7890969,33.422,11.477,15.770,6.654,4.218,-4.319,-3.703,-5.158,1324.522,-1.508,670.319,-1.332,10.127,-0.582,3,0.179,1,100.000,0.000,0.000,64.575,4,0,0,0,0,0,23,0,0.733
"Molecule   681",1,1,0,1,2,12,0,-2,459.544,6.706,790.258,96.727,149.784,543.748,0.000,1458.314,3.500,6.500,0.0308348,0.0153879,0.7869798,49.695,17.546,25.855,17.224,1.740,-4.517,-4.494,-3.742,14.470,-1.374,12.227,-3.275,9.393,0.060,8,-0.181,2,57.904,0.000,27.078,132.329,7,0,18,0,18,0,34,2,0.007
"Molecule   682",5,0,0,0,0,6,0,-2,420.205,4.847,566.972,0.000,471.472,95.500,0.000,999.311,0.000,7.500,0.0235073,0.0000000,0.8525845,30.898,11.503,15.813,11.004,-0.989,-2.058,-5.357,-4.373,0.335,-4.122,0.087,-9.296,11.670,3.724,6,-0.742,1,0.000,0.000,0.000,260.431,16,1,14,0,14,0,30,1,0.000
"Molecule   683",0,1,0,1,1,8,0,-2,351.404,4.745,583.576,58.409,184.249,340.918,0.000,1096.657,4.250,4.750,0.0205342,0.0167800,0.8812821,35.853,13.171,21.235,15.519,0.219,-2.149,-3.350,-2.623,7.379,-1.102,5.421,-5.009,8.411,0.180,6,-0.349,2,43.765,0.000,22.761,120.278,6,0,15,0,15,0,26,1,0.024
"Molecule   684",0,0,0,0,0,6,1,-2,240.258,5.674,498.935,18.343,134.241,346.350,0.000,822.086,1.000,2.500,0.0391568,0.0050107,0.8506148,26.201,9.353,11.826,6.792,2.840,-3.485,-3.784,-5.601,528.317,-1.035,248.217,-2.197,9.205,0.629,2,0.114,3,92.308,0.000,0.000,67.553,3,0,12,0,12,0,18,0,0.499
"Molecule   685",0,0,0,0,0,9,2,-2,370.312,7.432,553.276,182.601,249.511,121.163,0.000,1009.123,5.000,13.250,0.0547290,0.0535500,0.8793993,29.609,11.445,25.092,21.961,-1.283,-1.644,-2.360,-4.061,42.637,-2.130,16.342,-4.827,9.149,1.121,6,-0.980,2,48.602,0.000,0.000,166.370,10,0,16,0,16,5,26,0,0.125
"Molecule   686",0,0,0,0,0,5,0,-2,302.240,2.601,508.855,0.000,279.973,228.882,0.000,855.630,4.000,5.250,0.0079053,0.0206346,0.8565678,27.064,10.605,18.135,14.332,0.367,-2.753,-4.043,-4.944,21.924,-2.282,7.963,-5.393,8.932,0.945,5,-0.359,2,53.091,0.000,0.000,139.427,7,0,16,0,16,0,22,1,0.002
"Molecule   687",0,0,0,0,0,4,0,-1,284.268,1.950,502.436,92.724,129.897,279.815,0.000,855.088,1.000,3.750,0.0044478,0.0074636,0.8671444,28.170,9.274,12.705,7.991,2.507,-3.468,-4.447,-5.016,580.877,-0.829,275.013,-2.544,8.950,0.674,3,0.066,3,91.098,0.000,0.000,83.157,5,0,16,0,16,0,21,0,0.277
"Molecule   688",0,0,0,0,0,3,0,0,268.268,2.604,494.613,92.762,92.728,309.123,0.000,837.877,1.000,4.000,0.0080932,0.0080871,0.8690007,28.404,9.057,12.870,8.386,2.592,-3.414,-4.034,-5.126,1307.869,-0.436,661.214,-1.851,8.865,0.554,2,0.019,3,100.000,0.000,0.000,64.485,4,0,16,0,16,0,20,0,1.455
"Molecule   689",0,0,0,0,0,3,0,-2,270.241,4.447,491.316,0.000,200.269,291.047,0.000,819.196,2.000,3.750,0.0241361,0.0107941,0.8617797,27.483,9.687,14.568,10.205,1.647,-3.352,-4.101,-5.157,124.953,-1.415,52.245,-3.897,9.254,0.834,3,-0.036,3,74.117,0.000,0.000,99.280,5,0,16,0,16,0,20,0,0.015
"Molecule   690",0,0,0,0,0,4,0,-2,286.240,4.395,498.551,0.000,245.882,252.669,0.000,837.281,3.000,4.500,0.0230682,0.0156338,0.8617275,27.199,10.148,16.446,12.254,0.954,-3.015,-4.073,-4.974,46.153,-1.885,17.804,-4.777,9.183,1.061,4,-0.201,3,62.317,0.000,0.000,119.496,6,0,16,0,16,0,21,0,0.005
"Molecule   691",15,0,0,0,0,19,0,2,536.882,0.425,1120.925,1005.142,0.000,115.783,0.000,2077.244,0.000,0.000,0.0000870,0.0000000,0.7023927,65.883,19.380,20.525,-3.867,16.491,-19.437,-19.437,-6.900,9906.038,2.205,5899.293,0.713,8.147,0.671,8,3.841,1,100.000,0.000,0.000,0.000,0,2,12,0,12,8,40,2,0.000
"Molecule   692",0,0,0,0,0,9,1,-2,313.352,4.989,639.665,189.303,167.794,282.568,0.000,1075.104,3.000,4.750,0.0231472,0.0128618,0.7934368,33.791,12.022,18.196,11.409,2.836,-4.467,-4.270,-6.222,253.925,-1.756,112.436,-2.752,8.846,0.470,4,0.090,3,86.592,0.000,0.000,91.225,5,0,12,0,12,0,23,0,0.019
"Molecule   693",0,0,0,0,0,5,0,-2,302.240,1.492,490.090,0.000,267.875,222.215,0.000,840.983,4.000,5.250,0.0026467,0.0214246,0.8791861,26.414,10.450,17.826,14.159,0.382,-2.477,-4.043,-4.547,28.552,-2.048,10.595,-5.194,8.689,1.038,5,-0.367,2,55.235,0.000,0.000,136.009,7,0,16,0,16,0,22,0,0.006
"Molecule   694",0,0,0,0,0,6,0,-2,318.239,2.662,516.826,0.000,320.240,196.585,0.000,876.283,5.000,6.000,0.0080892,0.0259592,0.8568747,26.940,11.097,20.072,16.388,-0.244,-2.480,-4.011,-4.785,9.100,-2.706,3.078,-6.153,8.782,1.025,6,-0.496,2,29.722,0.000,0.000,159.840,8,1,16,0,16,0,23,1,0.001
